Codigo,Entidad,Nombre Fantasia,Comuna,Longitud,Latitud
88695,Fullcarga,MARIBEL REINUM CATALAN,San Joaquin,-70.6240816,-33.50258381
88842,Fullcarga,TIENDA UPA!-SHELL  (F.130),Recoleta,-70.63999388497152,-33.43411096033961
88999,Fullcarga,NUESTROS QUERUBINES,La Pintana,-70.63471979114216,-33.55985636004596
89035,Fullcarga,MINIMARKET ESPERANZA,Santiago,-70.6768387,-33.42927823
89246,Fullcarga,JUAN OMAR PEZZO ZONCO,La Florida,-70.59599875907121,-33.5277650542645
89334,Fullcarga,KARINA,Santiago,-70.6372928,-33.45443709
89406,Fullcarga,CAMILA SANTIAGO,Santiago,-70.6748631295928,-33.4350232069459
89413,Fullcarga,EL PAJARO LOCO,Peñalolen,-70.56331401960783,-33.47488098039214
89590,Fullcarga,TIENDA UPA!-SHELL  (F.125),Vitacura,-70.5706820194486,-33.3772342092457
89650,Fullcarga,TIO ARTURO CERRILLOS,Cerrillos,-70.68860565,-33.48202372
89654,Fullcarga,VIOLETA LO ESPEJO,Lo Espejo,-70.68718576,-33.51089325
89655,Fullcarga,PANADERIA VILLA MEXICO CE,Cerrillos,-70.73012568,-33.50749194
89660,Fullcarga,ARCANGEL MIGUEL,Cerrillos,-70.7293034,-33.50259033
89661,Fullcarga,LUIS RAMIREZ RABIE CERRIL,Cerrillos,-70.7367877,-33.50997063
89665,Fullcarga,BAZAR FREDDY,Renca,-70.69752546,-33.408333299999995
89666,Fullcarga,ALMACEN EL PROGRESO RENCA,Renca,-70.71849915,-33.40167963
89667,Fullcarga,EL MIRADOR CERRILLOS,Cerrillos,-70.71914043,-33.50484491
89670,Fullcarga,LAS MARGARITAS RENCA,Renca,-70.69846789,-33.3915755
89674,Fullcarga,FERMIN RENCA,Renca,-70.69486567,-33.39196234
89676,Fullcarga,MAITE,Estacion Central,-70.69109435850021,-33.4672725883322
89690,Fullcarga,SANTOS SN RAMON,San Ramon,-70.64451891,-33.5389786
89698,Fullcarga,EL CID,Macul,-70.58033,-33.47522
89699,Fullcarga,SANTA IRMA LO ESPEJO,Lo Espejo,-70.691424,-33.522304999999996
89703,Fullcarga,ALEBAR MACUL,Macul,-70.59700028,-33.50850691
89705,Fullcarga,ROSITA CERRILLOS,Cerrillos,-70.73016346,-33.50332886
89706,Fullcarga,DONDE EL POLLO,Lo Prado,-70.71354405,-33.45166288
89707,Fullcarga, ACAR LA GRANJA,La Granja,-70.615605358283,-33.5431375750495
89708,Fullcarga,BOTILLERIA DON PATO,Cerrillos,-70.71972763,-33.50447589
89712,Fullcarga,SUPERMARKET,Lo Barnechea,-70.50993824069549,-33.3607451844881
89713,Fullcarga,LA ESCALA SUR LO BARNECHE,Lo Barnechea,-70.5010613358586,-33.3593149545454
89723,Fullcarga,SANTA TERESA LO ESPEJO,Lo Espejo,-70.6862966873322,-33.5099296891458
89741,Fullcarga,MARIA JOSE PEDRO A CERDA,Pedro Aguirre Cerda,-70.67780421,-33.49244152
89744,Fullcarga,DASIA - PAC,Pedro Aguirre Cerda,-70.67058964,-33.49558001
89747,Fullcarga,LOBUSAN,Pedro Aguirre Cerda,-70.6768374687782,-33.4791432439108
89945,Fullcarga,SANTA ANA,Pedro Aguirre Cerda,-70.67542337369791,-33.5070128867187
90311,Fullcarga,EL CHIMBOTANO,Santiago,-70.64256167,-33.45031561
90980,Fullcarga,TIENDA UPA!-SHELL  (F.518),Huechuraba,-70.67442406947181,-33.36486257905579
90992,Fullcarga,EL RINCONCITO,La Florida,-70.576882,-33.530429999999996
91449,Fullcarga,SR DE MURUHUAY,Independencia,-70.657049,-33.4259786666667
91456,Fullcarga,FRANCESCA,Santiago,-70.6701361289357,-33.4322847335308
91684,Fullcarga,ARAKNIDO,Recoleta,-70.64019612801438,-33.385657436907984
91975,Fullcarga,LA PIA,Macul,-70.60031799455521,-33.4997344179
91977,Fullcarga,EL BAZAR,Pedro Aguirre Cerda,-70.66979061687553,-33.50342694239717
91978,Fullcarga,BIG CHANCE 2,Macul,-70.6028219055622,-33.502250083744805
91979,Fullcarga,KAVIMAR,Lo Espejo,-70.67988905269941,-33.5156922253547
91981,Fullcarga,LUDIGO,Pedro Aguirre Cerda,-70.6847420027249,-33.4833246775658
91986,Fullcarga,LA KELA,La Pintana,-70.6545587280701,-33.558385833333304
91988,Fullcarga,SAGITARIO,Macul,-70.59144483620271,-33.4992327608546
91994,Fullcarga,LA CHILOTA,Huechuraba,-70.6447329569892,-33.376461989247304
91996,Fullcarga,LA ESQUINA,La Pintana,-70.6239485714285,-33.594908095238
92139,Fullcarga,FARM REX LA REINA,La Reina,-70.56185267517091,-33.443587374145196
92141,Fullcarga,COUNTY SIDE SN MIGUEL,San Miguel,-70.65205409,-33.49052416
92145,Fullcarga,CALVER . CERRILLOS,Cerrillos,-70.68833296,-33.47972286
92146,Fullcarga,JACQUELINE VERGARA SN RAM,San Ramon,-70.6345504042565,-33.5388466285392
92148,Fullcarga,DAMU 4 LIFE,San Miguel,-70.64957848,-33.4776734
92150,Fullcarga,CARLOS BUSTOS-MINIMARKET,Estacion Central,-70.70460915,-33.46475484
92152,Fullcarga,AQUILES FUENZALIDA FLORES,Macul,-70.59989417,-33.49268128
92153,Fullcarga,RAMON PONCE SN JOAQUIN,San Joaquin,-70.61419479,-33.50771073
92155,Fullcarga,JU-CA PEDRO A CERDA,Pedro Aguirre Cerda,-70.665121,-33.488593
92157,Fullcarga,LA ECONOMICA EST CENTRAL,Estacion Central,-70.69820526,-33.4635234
92158,Fullcarga,LOS LAZOS HUECHURABA,Huechuraba,-70.68254153,-33.35966644
92174,Fullcarga,MARION LA PINTANA,La Pintana,-70.62533615,-33.55938159
92183,Fullcarga,CAROL CLUB LA GRANJA,La Granja,-70.61636729,-33.53642693
92186,Fullcarga,ALMACEN DON RENE LO ESPEJO,Lo Espejo,-70.67900788,-33.51272321
92187,Fullcarga,BAZAR VALLE VERDE EST CEN,Estacion Central,-70.7230144617819,-33.4621347693076
92188,Fullcarga,BOTILLERIA TIMY LA PINTAN,La Pintana,-70.66174129999999,-33.58277145
92189,Fullcarga,CARMELITA EST CENTRAL,Estacion Central,-70.69296046885479,-33.4670672309781
92191,Fullcarga,SUAREZ CAVIERES ALICIA Y,San Miguel,-70.6484183455555,-33.5119627699206
92193,Fullcarga,EL FARO LA REINA,La Reina,-70.53894105,-33.4560795
92195,Fullcarga,3 ORIENTE,Pedro Aguirre Cerda,-70.67852394309321,-33.4805714128192
92196,Fullcarga,PANADERIA LA REINA,San Joaquin,-70.63748526,-33.50274853
92198,Fullcarga,MARIA LORETO ROJAS LAZO,La Reina,-70.53349306,-33.44017399
92199,Fullcarga,MINIMARKET,La Reina,-70.53411111,-33.45396847
92200,Fullcarga,BOTILLERIA NELSON,La Granja,-70.6230408019735,-33.5234882527091
92201,Fullcarga,DON TOMAS,Estacion Central,-70.6862847810177,-33.4625680215968
92202,Fullcarga,LA ESQUINA LA PINTANA,La Pintana,-70.6539948590764,-33.578265874735195
92204,Fullcarga,ALMACEN INFOSER LA GRANJA,La Granja,-70.630700881804,-33.545014559992
92206,Fullcarga,GUILLERMO JAVIER VILLARRO,La Reina,-70.53475856,-33.45663562
92207,Fullcarga,MINIMARKET,Lo Barnechea,-70.50513000000001,-33.362678
92212,Fullcarga,RITA,La Pintana,-70.654608822757,-33.5849289905
92215,Fullcarga,ALMACEN BERTITA,San Joaquin,-70.6207420666666,-33.5104642666666
92218,Fullcarga,EL ALVEAR LA PINTANA,La Pintana,-70.64902815,-33.55862679
92221,Fullcarga,LA TURKITA,San Ramon,-70.6458188789621,-33.5474696865582
92225,Fullcarga,HERNAN,San Ramon,-70.6464162923635,-33.5324688481977
92227,Fullcarga,LOS TORITOS LA PINTANA,La Pintana,-70.61889216,-33.58840027
92229,Fullcarga,FARM ESPOZ,La Granja,-70.6339620380874,-33.5415165317525
92231,Fullcarga,VICTOR HUGO PEDRO A CERDA,Pedro Aguirre Cerda,-70.68387275,-33.4920885833333
92240,Fullcarga,RICHY,La Pintana,-70.6457822171174,-33.579757941135604
92241,Fullcarga,LEIDY SN JOAQUIN,San Joaquin,-70.63225286,-33.47786515
92246,Fullcarga,LOS BARRABASES LA PINTANA,La Pintana,-70.65548333333331,-33.5781358333333
92251,Fullcarga,BRISTELA MUÑOZ GARRIDO,Huechuraba,-70.61830995,-33.37761422
92260,Fullcarga,RONALD LA GRANJA,La Granja,-70.628023903003,-33.532543063422104
92263,Fullcarga,MAMI MARIA,La Pintana,-70.645689047619,-33.556718809523694
92265,Fullcarga,AMASANDERIA ROYAL,Cerrillos,-70.72904922,-33.50981657
92267,Fullcarga,DIMAR LA PINTANA,La Pintana,-70.655475,-33.58321281
92271,Fullcarga,LA CASITA LO ESPEJO,Lo Espejo,-70.68379353,-33.507193900000004
92275,Fullcarga,TIO LALO LO ESPEJO,Lo Espejo,-70.69458,-33.522549
92276,Fullcarga,ROMERO KIOSCO,Vitacura,-70.57716348235509,-33.396868219376586
92280,Fullcarga,SAN RAFAEL EST CENTRAL,Estacion Central,-70.69906968,-33.46559571
92281,Fullcarga,AL PASO PUNTO BIP,Pedro Aguirre Cerda,-70.66487239,-33.48238516
92288,Fullcarga,TORITO,Lo Espejo,-70.685816,-33.517415
92289,Fullcarga,AL PASO PUNTO BIP,Pedro Aguirre Cerda,-70.66505414,-33.47886979
92291,Fullcarga,BRAVO INOX SN MIGUEL,San Miguel,-70.644082173913,-33.4968449275362
92296,Fullcarga,ANGELITO ESTACION CENTRAL,Estacion Central,-70.7025844087932,-33.4486374006181
92298,Fullcarga,MINIMARKET EMY LO PRADO,Lo Prado,-70.7122481671285,-33.4479528487659
92300,Fullcarga,BAZAR LOS NIETOS LO ESPEJ,Lo Espejo,-70.68064225,-33.50738589
92301,Fullcarga,LA MAMA,Pedro Aguirre Cerda,-70.6788681880353,-33.4839294399628
92305,Fullcarga,EL FUTURO LA PINTANA,La Pintana,-70.65630123,-33.56100589
92306,Fullcarga,JUAN BARRAZA SEPULVEDA,La Pintana,-70.629456,-33.582924
92310,Fullcarga,MINIMARKET EXPRESS LA REI,La Reina,-70.53859945,-33.44756637
92313,Fullcarga,SOLEY LO PRADO,Lo Prado,-70.7373815972298,-33.4500539557388
92314,Fullcarga,PABLO CESAR PEREZ CABRERA,Peñalolen,-70.53424629,-33.46665715
92316,Fullcarga,EL CLAN DESTINO PAC,Pedro Aguirre Cerda,-70.69015087838591,-33.5020227411559
92317,Fullcarga,CLAUDIO ESPOZ ALVARES,Lo Prado,-70.72303499,-33.44407684
92319,Fullcarga,FARM ESPOZ ESTACION CENTRAL,Estacion Central,-70.73084261,-33.46823941
92321,Fullcarga,CLAUDIO ESPOZ ALVARES,Lo Prado,-70.73623901,-33.44447615
92324,Fullcarga,FARM ESPOZ EST CENTRAL,Estacion Central,-70.7074708164793,-33.458059893980305
92328,Fullcarga,VIVI LA PINTANA,La Pintana,-70.65793768,-33.57680251
92331,Fullcarga,ERBI - SAN MIGUEL 2,San Miguel,-70.651803647778,-33.4933614087607
92333,Fullcarga,LA PAPA EST CENTRAL,Estacion Central,-70.6929623,-33.47329351
92338,Fullcarga,MINIMARKET CERRO 18,Lo Barnechea,-70.50067314921479,-33.353740815292
92341,Fullcarga,VOY Y VUELVO LA GRANJA,La Granja,-70.62228020833331,-33.555123125
92343,Fullcarga,TIA MAGGY MACUL,Macul,-70.58702239,-33.49119729
92347,Fullcarga,INTERNET R.A.P. CERRILLOS,Cerrillos,-70.7225296,-33.47628675
92349,Fullcarga,HAYDEE OLIVERO,San Ramon,-70.64494661,-33.54321962
92350,Fullcarga,DONDE CARLITOS,La Pintana,-70.62607203125,-33.5633922395833
92351,Fullcarga,KENA FAST SERVICE LO BARN,Lo Barnechea,-70.49469360674509,-33.364161611171696
92352,Fullcarga,CARLOS RAMIREZ CACERES LA,La Pintana,-70.62079251773051,-33.5947760283687
92354,Fullcarga,BOTILLERIA LOS PORTENOS S,Huechuraba,-70.6367604593731,-33.3633418947002
92355,Fullcarga,ALMACEN SANTA INES,Huechuraba,-70.6379567057273,-33.3766914080045
92388,Fullcarga,MARTA ELENA SALGADO GONZALEZ,Estacion Central,-70.6932550136966,-33.46837277727111
92418,Fullcarga,EDUARDO PATRICIO LORCA AVILES,Peñalolen,-70.566303,-33.506584000000004
92423,Fullcarga,BAZAR LA ABUELY,Conchali,-70.6697025396825,-33.390760079365
92431,Fullcarga,MARIA SANTANDER ALBILLAR,Peñalolen,-70.5753574806201,-33.507881957364305
92433,Fullcarga,ESTER DEL CARMEN CASTILLO ALVAREZ,La Cisterna,-70.652147,-33.519166
92442,Fullcarga,FRUTOS DEL PAIS BJ,Peñalolen,-70.5613916666666,-33.46845
92443,Fullcarga,SANTA BEATRIZ,Conchali,-70.6585616666666,-33.3866022499999
92446,Fullcarga,PANAMTUR LAS CONDES,Las Condes,-70.57043525,-33.40982503
92452,Fullcarga,COM MATIAS,Conchali,-70.67072311,-33.3970818
92453,Fullcarga,MANOLITO CONCHALI,Conchali,-70.6874467875073,-33.3796026917746
92454,Fullcarga,MAIRA CONCHALI,Conchali,-70.68108308154581,-33.371690230483104
92456,Fullcarga,MANUEL LAS CONDES,Las Condes,-70.55385341,-33.40857098
92458,Fullcarga,TEXTIL GRECIA PENALOLEN,Peñalolen,-70.541216463581,-33.470925740493605
92461,Fullcarga,SAVE SHOP,Las Condes,-70.58218398437091,-33.413252128466304
92462,Fullcarga,EL BEBE CONCHALI,Conchali,-70.676791047619,-33.3967021666666
92463,Fullcarga,MACHAROAS PENALOLEN,Peñalolen,-70.54164343557517,-33.462726138325394
92464,Fullcarga,ISABEL ROSA MARTINEZ  HERAS,Conchali,-70.65927705,-33.38582982
92466,Fullcarga,L - L PENALOLEN,Peñalolen,-70.5661849075246,-33.475105530804704
92468,Fullcarga,PUNTO BIP YOLANDA,Las Condes,-70.5655881058626,-33.4169983133054
92469,Fullcarga,WILY PENALOLEN,Peñalolen,-70.53785942,-33.46456986
92471,Fullcarga,PAZ ANGELICA SAN MARTIN CUADRA,Peñalolen,-70.53123952,-33.47381534
92473,Fullcarga,BAZAR MI LELA CONCHALI,Conchali,-70.69312466,-33.37729775
92475,Fullcarga,CALL SERVICE CONCHALI,Conchali,-70.68318474,-33.38073637
92476,Fullcarga,YIRE,Conchali,-70.66982023809521,-33.3840371428571
92477,Fullcarga,CANTA GALLO PENALOLEN,Peñalolen,-70.54279676,-33.47091592
92480,Fullcarga,EL RINCON DE MASCOTAS PEN,Peñalolen,-70.54941634,-33.47434077
92484,Fullcarga,CHIQUITA PENALOLEN,Peñalolen,-70.5444954,-33.47123863
92486,Fullcarga,MINIMARKET ELIZABETH PENA,Peñalolen,-70.538411,-33.47160613
92487,Fullcarga,PAOLITA CONCHALI,Conchali,-70.67947461,-33.39741177
92489,Fullcarga,LUIS VERGARA CONCHALI,Conchali,-70.68797622,-33.36903063
92494,Fullcarga,EL JUANITO PENALOLEN,Peñalolen,-70.53007244,-33.47652161
92496,Fullcarga,DANIA,Peñalolen,-70.535796332774,-33.4726629518307
92497,Fullcarga,DULCINEA PENALOLEN,Peñalolen,-70.57343618,-33.50515284
92499,Fullcarga,RODRIGO MARCELO VIDAL SANTIS,Peñalolen,-70.5613040286182,-33.4682716452135
92500,Fullcarga,GANADERA DEL SUR PENALOLE,Peñalolen,-70.56623216,-33.47775555
92501,Fullcarga,PAUL HARRIS,Las Condes,-70.53416241,-33.4163188
92504,Fullcarga,SAN LUIS,Peñalolen,-70.55269043,-33.46866248
92505,Fullcarga,LOS VIÑEDOS DEL CON PENA,Peñalolen,-70.55099674,-33.49532933
92508,Fullcarga,MONICA MORENO VEGA LAS CO,Las Condes,-70.55240943,-33.42571945
92511,Fullcarga,THE GIFT LTDA,Las Condes,-70.57333898120741,-33.4053530760025
92514,Fullcarga,LA VARA,Peñalolen,-70.5296284952109,-33.468347855634306
92516,Fullcarga,LA JUANITA,Conchali,-70.66781437,-33.38671146
92518,Fullcarga,ERBI - LAS CONDES (SANTA ZITA),Las Condes,-70.53459384,-33.42567823
92520,Fullcarga,BRUJITAS FIESTAS,Conchali,-70.6606648263889,-33.3836175694444
92521,Fullcarga,PESCADERIA PUERTO COLON L,Las Condes,-70.57084341026352,-33.4235422561287
92522,Fullcarga,VERDULERIA,Peñalolen,-70.5269983645582,-33.481450300166394
92523,Fullcarga,BEATRIZ VILLALOBOS,Conchali,-70.683318084577,-33.3733936567164
92525,Fullcarga,LA ABUELITA,Peñalolen,-70.5253236666666,-33.4704205833333
92528,Fullcarga,VIANAVAN PENALOLEN,Peñalolen,-70.53767601,-33.47788311
92530,Fullcarga,DON ELIAS PENALOLEN,Peñalolen,-70.53046490196078,-33.47868421568627
92531,Fullcarga,KIOSCO BIP MANQUEHUE,Las Condes,-70.564526,-33.427428000000006
92532,Fullcarga,DONDE JAIME PENALOLEN,Peñalolen,-70.54249311,-33.46987635
92541,Fullcarga,ABARROTES LA PLAZA MACUL,Macul,-70.593329179317,-33.476844750535605
92547,Fullcarga,AMASANDERIA JOEL,San Joaquin,-70.6207596520796,-33.514501278442005
92548,Fullcarga,L - L MACUL,Macul,-70.58307218,-33.4786492
92550,Fullcarga,ANA ISABEL VASQUEZ CANDIA,La Pintana,-70.62202950980391,-33.563874901960695
92555,Fullcarga,RODRIGO PENALOLEN,Peñalolen,-70.5737876582428,-33.4758756149447
92556,Fullcarga,EL VICHITO PENALOLEN,Peñalolen,-70.53517675183691,-33.4754036732647
92558,Fullcarga,LAS DELICIAS CONCHALI,Conchali,-70.66746674,-33.39446815
92559,Fullcarga,BELEN LIZBETH ,Peñalolen,-70.55956748,-33.46718369
92560,Fullcarga,ERNA ASEM CONCHALI,Conchali,-70.66622983,-33.37599934
92562,Fullcarga,RICARDO DIAZ,Peñalolen,-70.54158395,-33.46885206
92565,Fullcarga,BAZAR CERRILLOS,Cerrillos,-70.70480435,-33.49354925
92570,Fullcarga,EL RORO,Pedro Aguirre Cerda,-70.68447364864859,-33.4988231981981
92571,Fullcarga,MARCELO,La Pintana,-70.639165653033,-33.583296354473
92574,Fullcarga,PUELMAPU PENALOLEN,Peñalolen,-70.53012206,-33.47408761
92575,Fullcarga,LA CENTRAL PENALOLEN,Peñalolen,-70.55501668,-33.46873947
92577,Fullcarga,DISMODA INDEPENDENCIA,Independencia,-70.65404968,-33.427067
92583,Fullcarga,LA BUENA CARNE,Recoleta,-70.63103636,-33.40287041
92584,Fullcarga,ANDRES,Renca,-70.7243831554872,-33.395652272522895
92585,Fullcarga,ALBERTO BRITO MARTINEZ RE,Recoleta,-70.64684051,-33.43177259
92588,Fullcarga,ESTABLEC. LA GELATTA RECO,Recoleta,-70.64117437,-33.39127621
92618,Fullcarga,ABSA,Independencia,-70.65833243,-33.42076335
92622,Fullcarga,LILY LA CISTERNA,La Cisterna,-70.66620895833333,-33.53027854166666
92624,Fullcarga,PROVISIONES TIARA,Independencia,-70.67731558951017,-33.41438488240689
92625,Fullcarga,BAZAR KITTY,Independencia,-70.67501747,-33.41571486
92630,Fullcarga,LOS ARCOS,La Cisterna,-70.65442551,-33.52491715
92631,Fullcarga,MANOLO,Independencia,-70.67385513257577,-33.409002398863635
92633,Fullcarga,ISA INDEPENDENCIA,Independencia,-70.67026177,-33.41198767
92637,Fullcarga,MINIMARKET NENITA RECOLET,Recoleta,-70.65580694,-33.38202303
92647,Fullcarga,BOTILLERIA SAN ESTEBAN,Recoleta,-70.64969712,-33.38456171
92648,Fullcarga,ZEUS RENCA,Renca,-70.74058199999999,-33.406869
92650,Fullcarga,ALI ALE RENCA,Renca,-70.73584924,-33.4109678
92651,Fullcarga,LEAL LA CISTERNA,La Cisterna,-70.66417614097969,-33.52538531302271
92652,Fullcarga,PUNTO BIP DONDE JORGE,Renca,-70.73838029,-33.411053
92653,Fullcarga,EL TREBOL RECOLETA,Recoleta,-70.6418728192041,-33.4305998904279
92654,Fullcarga,PIZZA LOLO RENCA,Renca,-70.71412731,-33.40228494
92655,Fullcarga,BRASIL,Renca,-70.74512567,-33.40013022
92659,Fullcarga,CASSETERIA CENTER,La Cisterna,-70.65973021161378,-33.51699489417991
92661,Fullcarga,RIDENVAN RENCA,Renca,-70.73868246,-33.40795335
92662,Fullcarga,LA ESQUINA ,Independencia,-70.66811933333334,-33.399556166666656
92663,Fullcarga,PERCHI DIGITAL CENTER,Independencia,-70.663865,-33.416554
92673,Fullcarga,RAUL Y XIMENA RECOLETA,Recoleta,-70.6428172,-33.42250436
92676,Fullcarga,MINIMARKET MARIO RECOLETA,Recoleta,-70.62801878,-33.41134319
92679,Fullcarga,DISTRIBUIDORA MARCEL,Recoleta,-70.6514816944121,-33.431060056795395
92680,Fullcarga,SANTA ELVIRA RECOLETA,Recoleta,-70.64269701,-33.40066215
92686,Fullcarga,D LA MARI LA CISTERNA,La Cisterna,-70.65279876251199,-33.5446284928504
92691,Fullcarga,ERBI - AVENIDA PERU,Recoleta,-70.639892555315,-33.423432176023304
92693,Fullcarga,ROSA FARIAS,Independencia,-70.65402616,-33.41054545
92697,Fullcarga,DONDE TITO,La Cisterna,-70.67463528,-33.54030581
92706,Fullcarga,BAZAR BUENA VENTURA RENCA,Renca,-70.725758,-33.409641
92707,Fullcarga,EL ESFUERZO RENCA,Renca,-70.71875411,-33.40240328
92708,Fullcarga,AMALIA RENCA,Renca,-70.7408225,-33.40694125
92711,Fullcarga,EL CHAMACO RENCA,Renca,-70.74146469,-33.41002199
92712,Fullcarga,ALMACEN MAR CRIS RENCA,Renca,-70.73884129626529,-33.406257746396
92715,Fullcarga,EDUARDO LOPEZ,Independencia,-70.6722857366893,-33.4050053183989
92721,Fullcarga,LAS MILBES RECOLETA,Recoleta,-70.64577791,-33.42468526
92722,Fullcarga,ANITA RECOLETA,Recoleta,-70.65751606,-33.38020893
92724,Fullcarga,LA ESTRELLITA RENCA,Renca,-70.74506021,-33.41032457
92725,Fullcarga,DONDE EL CANTA,Recoleta,-70.651537,-33.431885
92727,Fullcarga,JEHOVA YIRE RENCA,Renca,-70.73472824418,-33.4021407471064
92728,Fullcarga,RENE SANCHEZ,San Miguel,-70.66766894,-33.50855406
92745,Fullcarga,DONDE LA ROSITA,Conchali,-70.6721258333333,-33.3836766666667
92774,Fullcarga,RSV ENTRETENIMIENTOS EIRL (S),Independencia,-70.6605745793505,-33.4071372811426
92776,Fullcarga,LEO,Conchali,-70.6754144354839,-33.3879678225806
92783,Fullcarga,GABRIEL ALEJANDRO,Macul,-70.60156505445521,-33.4851387846493
92804,Fullcarga,EDUARDO,Renca,-70.69458462378087,-33.40877006918609
92805,Fullcarga,BAZAR LEO,La Cisterna,-70.67460439716311,-33.5371564893617
92815,Fullcarga,VERONICA,San Bernardo,-70.7099806862745,-33.6414332352941
92816,Fullcarga,BAZAR TATAY,San Bernardo,-70.68203166249289,-33.59427457434968
92817,Fullcarga,ALBIN FREDDY,San Bernardo,-70.67985732952381,-33.600794890158724
92824,Fullcarga,RIGOLETTO,Providencia,-70.61511369252871,-33.426097454023015
92832,Fullcarga,LOS MAQUIS,El Bosque,-70.663657,-33.561341999999996
92834,Fullcarga,CUATRO HERMANOS EL BOSQUE,El Bosque,-70.68152523,-33.56436843
92835,Fullcarga,PACOVI EL BOSQUE,El Bosque,-70.67960176,-33.56466793
92836,Fullcarga,SAN MAURICIO EL BOSQUE,El Bosque,-70.65447171322653,-33.549584341996365
92837,Fullcarga,ANA MARIA SILVA DODERO EL,El Bosque,-70.67707490000001,-33.5464644
92838,Fullcarga,LEONOR CRUCES,El Bosque,-70.67299934,-33.56857722
92839,Fullcarga,MAKAI EL BOSQUE,El Bosque,-70.67198455,-33.58099142
92840,Fullcarga,DONDE MIS QUERIDOS VIEJOS,El Bosque,-70.662219,-33.561281
92844,Fullcarga,BUCANEROS EL BOSQUE,El Bosque,-70.68911402782173,-33.55213061609894
92846,Fullcarga,IMPRESIONATE EL BOSQUE,El Bosque,-70.6726735229965,-33.550895138990995
92850,Fullcarga,EL NEGRITO,El Bosque,-70.66299187,-33.58208866
92904,Fullcarga,SUPER ALMACEN,Recoleta,-70.64521579648441,-33.432655418749995
92906,Fullcarga,COMERCIAL SEBASTIAN,Peñalolen,-70.53940504,-33.47224767
92914,Fullcarga,LA FERIA DEL CASSETTE SN,San Bernardo,-70.70525262,-33.59294109
92916,Fullcarga,LA PALOMA SN BERNARDO,San Bernardo,-70.68526052083331,-33.60192375
92920,Fullcarga,EL ARBOLITO PUDAHUEL,Pudahuel,-70.74512685717221,-33.457408688969394
92922,Fullcarga,ZEBALLOS PUDAHUEL,Pudahuel,-70.747772,-33.456459
92925,Fullcarga,MINIMARKET VICTORIA PUDAH,Pudahuel,-70.75489846,-33.44863157
92926,Fullcarga,SERVICE EXPRESS PUDAHUEL,Pudahuel,-70.76299338,-33.43438873
92927,Fullcarga,FARM ESPOZ PUDAHUEL,Pudahuel,-70.7586054,-33.4429152
92928,Fullcarga,FARM ESPOZ PUDAHUEL,Pudahuel,-70.75353813,-33.44395475
92929,Fullcarga,PAOLA SN BERNARDO,San Bernardo,-70.71027245,-33.61311374
92931,Fullcarga,D EMILIO SN BERNARDO,San Bernardo,-70.70370051,-33.62395124
92935,Fullcarga,OLGA REGINA MEZA FUENTES,Pudahuel,-70.75846602564101,-33.431365448717926
92936,Fullcarga,KATTY SN BERNARDO,San Bernardo,-70.68383866,-33.59800475
92937,Fullcarga,KARINA PUDAHUEL,Pudahuel,-70.75402211,-33.43013453
92941,Fullcarga,SANDRA SN BERNARDO,San Bernardo,-70.74454815,-33.50877324
92942,Fullcarga,OLGA ELENA SN BERNARDO,San Bernardo,-70.70843293,-33.61445117
92949,Fullcarga,MACROSTORE SN BERNARDO,San Bernardo,-70.70459683,-33.59429523
92950,Fullcarga,EL PELONCITO,San Bernardo,-70.687740348028,-33.5814723626649
92951,Fullcarga,DANIELA SN BERNARDO,San Bernardo,-70.68537789,-33.57912973
92952,Fullcarga,GAMERS SN BERNARDO,San Bernardo,-70.68011832867431,-33.582380370768185
92954,Fullcarga,BAZAR MELISSA,San Bernardo,-70.712128,-33.60134
92956,Fullcarga,PARAISO SAN BERNARDO,San Bernardo,-70.69792377757321,-33.5787681191988
92957,Fullcarga,KENA,San Bernardo,-70.6851217580247,-33.5836866938643
92959,Fullcarga,BAZAR BRISA,San Bernardo,-70.70929637632659,-33.59176938774689
92962,Fullcarga,AQUI REGRESO,San Bernardo,-70.7119353860038,-33.5771759746874
92967,Fullcarga,FARM Y PERFUMERIA SERRANO,Pudahuel,-70.76698685,-33.43404101
92971,Fullcarga,MINIMARKET FRANEDU PUDAHU,Pudahuel,-70.76415420000001,-33.44601963
92972,Fullcarga,CATHERINNE PUDAHUEL,Pudahuel,-70.76730587266208,-33.436437497670184
92973,Fullcarga,ANGELICA PUDAHUEL,Pudahuel,-70.73892386,-33.4584228
92974,Fullcarga,EL LULO PUDAHUEL,Pudahuel,-70.75543977,-33.46035751
92976,Fullcarga,ISABEL PUDAHUEL,Pudahuel,-70.7454998269716,-33.4310018635531
92977,Fullcarga,INGRID PUDAHUEL,Pudahuel,-70.7308206435807,-33.4685114629538
92980,Fullcarga,MINIMARKET HOLLYWOOD PUDA,Pudahuel,-70.75485636,-33.45764323
92981,Fullcarga,DONDE PANCHO,Pudahuel,-70.7550103,-33.45527809
92983,Fullcarga,MINIMARKET FERNANDITA PUD,Pudahuel,-70.749462,-33.462234
92984,Fullcarga,EL PEQUENO PUDAHUEL,Pudahuel,-70.74791469,-33.43146302
92985,Fullcarga,SONIA PUDAHUEL,Pudahuel,-70.74278809309709,-33.430998327223
92987,Fullcarga,YASDANI PUDAHUEL,Pudahuel,-70.76438663,-33.45601928
92988,Fullcarga,JANET OPAZO,Pudahuel,-70.75554228,-33.43628862
